epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,4539.42,0.96853,0.56554,0.01106,0.91296,0.82309,0.89502,0.55481,1.37603,0.69881,0.01745,0.000209073,0.000209073,0.000209073
178,4557.2,0.97695,0.58758,0.01072,0.93779,0.81119,0.90139,0.56067,1.37724,0.67299,0.01733,0.000200845,0.000200845,0.000200845
179,4575.14,0.95156,0.5661,0.01059,0.91802,0.82859,0.89765,0.56094,1.35634,0.6836,0.01726,0.000192783,0.000192783,0.000192783
180,4592.95,0.96376,0.54436,0.01084,0.91306,0.83184,0.89109,0.55882,1.36365,0.68466,0.01709,0.000184887,0.000184887,0.000184887
181,4610.76,0.9746,0.58411,0.0107,0.92972,0.83055,0.8961,0.56484,1.3505,0.67409,0.01686,0.000177159,0.000177159,0.000177159
182,4628.69,0.96834,0.56342,0.01056,0.92533,0.83184,0.90104,0.56837,1.3418,0.65658,0.01678,0.000169601,0.000169601,0.000169601
183,4646.49,0.96196,0.55716,0.01036,0.91471,0.83632,0.89526,0.56229,1.36156,0.67092,0.01712,0.000162214,0.000162214,0.000162214
184,4664.51,0.97978,0.55895,0.01071,0.90661,0.84529,0.90045,0.56464,1.33467,0.67981,0.01667,0.000155001,0.000155001,0.000155001
185,4682.38,0.9563,0.55499,0.01076,0.90897,0.8508,0.90144,0.57016,1.33877,0.66721,0.01679,0.000147961,0.000147961,0.000147961
186,4700.22,0.97735,0.59504,0.01079,0.90584,0.84305,0.89755,0.56852,1.34929,0.66502,0.01685,0.000141098,0.000141098,0.000141098
187,4718.07,0.95838,0.55614,0.01073,0.90722,0.84978,0.89888,0.56438,1.35085,0.67551,0.01692,0.000134411,0.000134411,0.000134411
188,4736.04,0.95667,0.54927,0.0106,0.91129,0.85224,0.90285,0.56691,1.35176,0.6557,0.01693,0.000127904,0.000127904,0.000127904
189,4754.11,0.94725,0.56396,0.01047,0.90538,0.82287,0.89275,0.55614,1.39293,0.68392,0.0176,0.000121576,0.000121576,0.000121576
190,4772.15,0.96128,0.54991,0.01049,0.91793,0.82063,0.89743,0.56054,1.35803,0.67454,0.01695,0.000115429,0.000115429,0.000115429
191,4790.29,0.93595,0.53575,0.01042,0.90872,0.8296,0.89834,0.56131,1.35421,0.67617,0.01692,0.000109464,0.000109464,0.000109464
192,4808.07,0.97165,0.56488,0.01049,0.92101,0.82063,0.89856,0.56126,1.36153,0.65455,0.01703,0.000103684,0.000103684,0.000103684
193,4825.85,0.95171,0.55177,0.01069,0.91956,0.82017,0.8961,0.56077,1.36574,0.65644,0.01707,9.80876e-05,9.80876e-05,9.80876e-05
194,4843.77,0.94979,0.53816,0.01044,0.91871,0.83622,0.89982,0.56478,1.34497,0.68091,0.01682,9.26776e-05,9.26776e-05,9.26776e-05
195,4861.7,0.92013,0.51893,0.01043,0.92377,0.83408,0.90438,0.5664,1.34125,0.67116,0.01677,8.74546e-05,8.74546e-05,8.74546e-05
196,4879.42,0.83776,0.33705,0.01034,0.90399,0.84305,0.89952,0.56321,1.35228,0.67462,0.01695,8.24198e-05,8.24198e-05,8.24198e-05
197,4897.23,0.81463,0.33495,0.01001,0.89959,0.83408,0.89663,0.56168,1.36005,0.68048,0.01701,7.75741e-05,7.75741e-05,7.75741e-05
198,4914.9,0.79983,0.33671,0.00988,0.91019,0.83632,0.9064,0.56585,1.34102,0.67595,0.01669,7.29185e-05,7.29185e-05,7.29185e-05
199,4932.58,0.81994,0.32753,0.01006,0.91895,0.83889,0.909,0.56541,1.34017,0.69809,0.01667,6.8454e-05,6.8454e-05,6.8454e-05
200,4950.14,0.83493,0.34446,0.01006,0.90998,0.8386,0.90002,0.56216,1.37434,0.69806,0.01704,6.41816e-05,6.41816e-05,6.41816e-05
201,4967.71,0.81761,0.338,0.01016,0.9191,0.83408,0.90115,0.56784,1.35344,0.69474,0.01686,6.0102e-05,6.0102e-05,6.0102e-05
202,4985.26,0.8034,0.34145,0.00974,0.92957,0.83408,0.90485,0.56884,1.33879,0.69854,0.01679,5.6216e-05,5.6216e-05,5.6216e-05
203,5002.75,0.81269,0.33152,0.0098,0.93651,0.82684,0.90189,0.568,1.34063,0.69791,0.01682,5.25246e-05,5.25246e-05,5.25246e-05
204,5020.24,0.80668,0.34323,0.00993,0.91993,0.82435,0.89771,0.56459,1.35606,0.70024,0.01687,4.90284e-05,4.90284e-05,4.90284e-05
205,5037.82,0.80438,0.34497,0.00997,0.91832,0.82511,0.89833,0.56619,1.34796,0.68443,0.01679,4.57282e-05,4.57282e-05,4.57282e-05
206,5055.3,0.80322,0.32727,0.00975,0.91766,0.82463,0.89689,0.56248,1.35492,0.69473,0.01691,4.26246e-05,4.26246e-05,4.26246e-05
207,5072.89,0.80813,0.32778,0.00996,0.91763,0.8139,0.89667,0.56113,1.35529,0.69734,0.01688,3.97183e-05,3.97183e-05,3.97183e-05
208,5090.46,0.78547,0.32719,0.0095,0.92257,0.82511,0.89749,0.56275,1.35173,0.69717,0.01687,3.70098e-05,3.70098e-05,3.70098e-05
209,5107.98,0.80041,0.3341,0.00971,0.91582,0.82511,0.89723,0.56304,1.3513,0.70345,0.01688,3.44997e-05,3.44997e-05,3.44997e-05
210,5125.52,0.80213,0.32154,0.00965,0.91959,0.82511,0.89753,0.56278,1.35327,0.70391,0.01688,3.21885e-05,3.21885e-05,3.21885e-05
211,5143.01,0.79738,0.32311,0.00972,0.91309,0.82445,0.89731,0.56325,1.35418,0.70662,0.01693,3.00768e-05,3.00768e-05,3.00768e-05
212,5160.56,0.81124,0.32943,0.00978,0.92239,0.82606,0.89887,0.56246,1.35437,0.7011,0.0169,2.81648e-05,2.81648e-05,2.81648e-05
213,5178.15,0.79845,0.33347,0.00974,0.9214,0.82287,0.89877,0.56305,1.35509,0.70285,0.01686,2.64531e-05,2.64531e-05,2.64531e-05
214,5195.68,0.79775,0.32297,0.00987,0.91151,0.82287,0.89876,0.56486,1.35238,0.7012,0.01681,2.49419e-05,2.49419e-05,2.49419e-05
215,5213.24,0.80162,0.33539,0.00975,0.92206,0.82225,0.89905,0.56211,1.35788,0.70311,0.01691,2.36316e-05,2.36316e-05,2.36316e-05
216,5230.78,0.79135,0.31589,0.00968,0.91574,0.82063,0.89839,0.56116,1.35603,0.69822,0.01688,2.25224e-05,2.25224e-05,2.25224e-05
