x,y,z
1.716793481817848521e+00,-5.949971898975617984e-03,5.011357367038726807e-03
-3.186576260517253595e-03,1.970593627370400558e+00,5.011357367038726807e-03
1.726445293953650546e-03,-4.714014304090382024e-01,5.011357367038726807e-03
1.717037395256372223e+00,-6.909660595132587936e-03,3.698195097967982292e-03
-2.952216645517969501e-03,1.969625624935987362e+00,3.698195097967982292e-03
1.972608563974853190e-03,-4.723694090672876933e-01,3.698195097967982292e-03
1.716542753683312439e+00,-5.401701834346068001e-03,4.497999791055917740e-03
-3.392986835609305453e-03,1.971180461518755811e+00,4.497999791055917740e-03
1.465281457740374819e-03,-4.708147058043062327e-01,4.497999791055917740e-03
1.699976301557586167e+00,-6.126776743403132899e-03,4.875313024967908859e-03
-2.744717211620661349e-03,1.971675825196829823e+00,4.875313024967908859e-03
1.842163564433701127e-03,-4.683198634314815201e-01,4.875313024967908859e-03
1.699580675321999967e+00,-6.401804018018458775e-03,4.243698902428150177e-03
-3.176570897682328733e-03,1.971369608568978249e+00,4.243698902428150177e-03
1.455003680645297788e-03,-4.686259956313501562e-01,4.243698902428150177e-03
1.699570002746934039e+00,-5.753325825323431231e-03,4.559581167995929718e-03
-2.924077440297188652e-03,1.972244628401989219e+00,4.559581167995929718e-03
1.382845227841299597e-03,-4.677515704510194494e-01,4.559581167995929718e-03
1.699578812288460750e+00,-6.666229161839922618e-03,4.322936292737722397e-03
-2.949887511466663722e-03,1.971301926890620226e+00,4.322936292737722397e-03
1.399741145407988737e-03,-4.686941962068219003e-01,4.322936292737722397e-03
1.699790372063727517e+00,-6.790658879315458751e-03,6.329982541501522064e-03
-2.712257618537915801e-03,1.971199936630423366e+00,6.329982541501522064e-03
1.605211457935007240e-03,-4.687962435839583830e-01,6.329982541501522064e-03
1.723575951140268181e+00,-6.875751218847075269e-03,3.513622563332319260e-03
-2.763350689339897151e-03,1.973217836205358955e+00,3.513622563332319260e-03
1.350218571186282118e-03,-4.677786977020407244e-01,3.513622563332319260e-03
1.723545006717683403e+00,-6.393949912743640551e-03,3.675111569464206696e-03
-2.619715895489901740e-03,1.973851830389738771e+00,3.675111569464206696e-03
1.278645902508425978e-03,-4.671450566986680708e-01,3.675111569464206696e-03
1.723783495481044481e+00,-6.326115882390247885e-03,3.329638857394456863e-03
